Date,Open,High,Low,Close,Volume
14-06-19,54.320999,54.634499,54.008598,54.267502,22230000
17-06-19,54.313999,54.959,54.313999,54.625,18832000
18-06-19,55.484501,55.8195,54.949501,55.18,27734000
19-06-19,55.279999,55.349998,54.674,55.116501,26776000
20-06-19,55.9995,56.006001,55.237,55.570999,25240000
21-06-19,55.462002,56.205502,55.403999,56.094002,38952000
24-06-19,55.980499,56.099998,55.550499,55.776001,27912000
25-06-19,55.632999,55.717499,54.189999,54.317501,30938000
26-06-19,54.325001,54.648499,53.612,53.990002,36218000
27-06-19,54.200001,54.355,53.7645,53.800499,20086000
28-06-19,53.8195,54.049999,53.668499,54.045502,33864000
01-07-19,54.900002,55.379002,54.68515,54.897499,28726000
02-07-19,55.112,55.588501,54.908501,55.5625,19832000
03-07-19,55.870499,56.338001,55.693001,56.078999,15340000
05-07-19,55.889999,56.644001,55.806999,56.579498,25286000
08-07-19,56.258499,56.299,55.560501,55.817501,24728000
09-07-19,55.59,56.401249,55.358501,56.241501,26608000
10-07-19,56.561001,57.102501,56.5485,57.023998,24190000
11-07-19,57.162498,57.6535,56.979,57.210499,23910000
12-07-19,57.199501,57.367001,56.938999,57.244999,17280000
15-07-19,57.342999,57.541,56.970001,57.516998,18076000
16-07-19,57.299999,57.929001,57.25,57.679001,24776000
17-07-19,57.5485,57.917999,57.288502,57.317501,23400000
18-07-19,57.087002,57.380249,56.636501,57.316502,25814000
19-07-19,57.4095,57.556999,56.480999,56.505001,32944000
22-07-19,56.672501,56.962502,56.212002,56.9035,26030000
23-07-19,57.200001,57.345001,56.59,57.310501,21874000
24-07-19,56.595001,57.200001,56.349499,56.890499,31796000
25-07-19,56.890999,57.084999,56.046001,56.605999,44196000
26-07-19,61.202,63.2775,61.200001,62.5205,96116000
29-07-19,62.052502,62.3685,61.411499,61.970501,44474000
30-07-19,61.2705,61.7435,61.165001,61.257,29066000
31-07-19,61.150002,61.700001,60.388199,60.834,34510000
01-08-19,60.7015,61.705502,60.285999,60.4505,33970000
02-08-19,60.036999,60.345001,59.446999,59.699501,32902000
05-08-19,58.501999,58.762001,57.007,57.616001,51950000
06-08-19,58.165501,58.998001,58,58.497501,34188000
07-08-19,57.799999,58.922249,57.481201,58.699501,28886000
08-08-19,59.141499,60.2505,58.651001,60.240002,29360000
09-08-19,59.899502,60.194,59.180149,59.400501,21314000
12-08-19,58.960499,59.248001,58.383598,58.7355,20060000
13-08-19,58.573002,60.238998,58.573002,59.863499,25888000
14-08-19,58.815498,59.115002,58.027,58.2145,31574000
15-08-19,58.174999,58.792,58.105499,58.362999,24374000
16-08-19,58.977501,59.136002,58.5905,58.880001,26266000
19-08-19,59.504501,60.349499,59.504501,59.922501,24632000
20-08-19,59.762501,59.803001,59.105499,59.134499,18310000
21-08-19,59.657501,59.950001,59.371498,59.5625,14814000
22-08-19,59.703499,59.9006,58.929001,59.476501,18950000
23-08-19,59.099499,59.703999,57.387501,57.564499,33740000
26-08-19,57.862999,58.473499,57.647999,58.4445,24522000
27-08-19,59.026501,59.119999,58.072498,58.391998,21544000
28-08-19,58.085499,58.820999,57.865002,58.550999,16040000
29-08-19,59.056,59.803001,59.056,59.642502,21768000
30-08-19,59.924999,59.924999,59.190151,59.404999,22596000
03-09-19,58.851501,59.344501,58.16,58.419498,29598000
04-09-19,58.835499,59.174,58.549999,59.070499,21378000
05-09-19,59.5765,60.652,59.5765,60.569,28162000
06-09-19,60.406502,60.60075,60.126099,60.246498,21442000
09-09-19,60.200001,61,59.631001,60.220501,29438000
10-09-19,59.7575,60.5,59.729,60.299999,25202000
11-09-19,60.170502,61.130001,60.110001,61.008499,26140000
12-09-19,61.215,62.092999,61.151001,61.712502,34518000
13-09-19,61.567501,62.043999,61.350498,61.978001,26028000
16-09-19,61.476002,61.978001,61.280499,61.564999,21066000
17-09-19,61.52,61.75,61.184502,61.4575,19102000
18-09-19,61.3755,61.780499,60.8265,61.620499,22702000
19-09-19,61.603001,62.222,61.601002,61.935501,19920000
20-09-19,61.655998,62.166,61.153999,61.496498,45400000
23-09-19,61.299999,61.954498,61.2085,61.7015,21248000
24-09-19,62,62.337002,60.534,60.938,31664000
25-09-19,60.791,62.415001,60.504501,62.326,29060000
26-09-19,62.098,62.25,61.6134,62.0695,30760000
27-09-19,62.150501,62.201,60.7225,61.254501,27078000
30-09-19,61.0485,61.299999,60.615002,60.950001,28082000
01-10-19,60.950001,61.561501,60.179001,60.255001,25470000
02-10-19,59.848999,59.848999,58.564499,58.831501,32302000
03-10-19,59,59.452999,58.121498,59.391499,32424000
04-10-19,59.594501,60.571999,59.4585,60.450001,23248000
07-10-19,60.220001,60.910198,60.1875,60.383999,16858000
08-10-19,59.879501,60.304001,59.4505,59.456501,20786000
09-10-19,59.967499,60.4175,59.8815,60.115501,17354000
10-10-19,59.929001,60.75,59.867001,60.433498,16932000
11-10-19,61.1105,61.419498,60.687,60.772499,25454000
14-10-19,60.617001,61.316502,60.588001,60.856998,17350000
15-10-19,61.02,62.366501,61.02,62.150501,27634000
16-10-19,62.058498,62.737,61.922501,62.181999,21892000
17-10-19,62.546501,63.166248,62.497002,62.6535,19048000
18-10-19,62.673,62.9445,62.054001,62.274502,27056000
21-10-19,62.612999,62.731449,62.029999,62.307499,20544000
22-10-19,62.392502,62.529999,62.069,62.139999,20476000
23-10-19,62.118,62.994499,62.118,62.956501,18230000
24-10-19,63.044998,63.200001,62.685749,63.0495,20562000
25-10-19,62.551498,63.48,62.5005,63.2565,24262000
28-10-19,63.772499,64.9655,63.626999,64.5,52264000
29-10-19,63.811501,64.079498,62.8606,63.131001,37728000
30-10-19,62.648499,63.467999,62.599998,63.064499,28178000
31-10-19,63.063999,63.383499,62.542149,63.005501,29114000
01-11-19,63.25,63.730999,63.025002,63.687,33402000
04-11-19,63.822498,64.706497,63.817749,64.568497,30020000
05-11-19,64.644501,64.946503,64.561447,64.601501,25654000
06-11-19,64.473,64.686501,64.125,64.589996,23060000
07-11-19,64.713997,66.186996,64.71225,65.443001,40600000
08-11-19,65.264,65.900002,65.218246,65.568497,25028000
11-11-19,65.158997,65.321251,64.870499,64.959503,20238000
12-11-19,65,65.5,64.788498,64.940002,21718000
13-11-19,64.703499,65.214996,64.675499,64.900002,16534000
14-11-19,64.875,65.849998,64.782501,65.572998,23870000
15-11-19,65.946999,66.744003,65.713997,66.7435,35652000
18-11-19,66.611,66.776451,65.875,66.035004,29748000
19-11-19,66.385002,66.385002,65.639999,65.773003,25384000
20-11-19,65.586998,65.75,64.557503,65.152496,26172000
21-11-19,65.073997,65.629501,64.650002,65.067497,19910000
22-11-19,65.280998,65.436501,64.570503,64.766998,27714000
25-11-19,64.959,65.565498,64.906502,65.334503,20724000
26-11-19,65.492996,65.739998,65.254501,65.677498,21394000
27-11-19,65.75,65.917999,65.481499,65.649498,19912000
29-11-19,65.356003,65.510246,65.198502,65.248001,11740000
02-12-19,65.050003,65.291496,64.050003,64.496002,30218000
03-12-19,63.9785,64.92305,63.950001,64.764,22876000
04-12-19,65.350502,66.290001,65.2435,66.027,30750000
05-12-19,66.400002,66.467903,65.821999,66.406502,24254000
06-12-19,66.671997,67.199997,66.671997,67.030998,26296000
09-12-19,66.902,67.972504,66.891998,67.178001,27086000
10-12-19,67.074997,67.498749,66.802002,67.233002,21882000
11-12-19,67.542,67.559998,67.133499,67.250999,17008000
12-12-19,67.296997,67.78875,67.025002,67.513496,25620000
13-12-19,67.397499,67.654648,67.193497,67.391502,30992000
16-12-19,67.824997,68.234001,67.633499,68.058502,27946000
17-12-19,68.144501,68.25,67.566147,67.755997,37080000
18-12-19,67.830002,68.023499,67.550003,67.630997,30452000
19-12-19,67.591003,67.904999,67.449249,67.802002,29398000
20-12-19,68.167503,68.181999,67.449997,67.4795,66300000
23-12-19,67.793503,67.989998,67.3255,67.442001,17662000
24-12-19,67.425003,67.513,67.139,67.178001,6950000
26-12-19,67.308502,68.066353,67.223503,68.019997,13350000
27-12-19,68.149498,68.226501,67.4655,67.594498,20768000
30-12-19,67.5,67.650002,66.700996,66.806999,21018000
31-12-19,66.505501,66.900002,66.454247,66.850998,19236000
02-01-20,67.077499,68.406998,67.077499,68.3685,28132000
03-01-20,67.392998,68.625,67.277199,68.032997,23728000
06-01-20,67.5,69.824997,67.5,69.710503,34646000
07-01-20,69.897003,70.149498,69.518997,69.667,30054000
08-01-20,69.603996,70.579002,69.542,70.216003,30560000
09-01-20,71.028503,71.366501,70.513496,70.991501,30018000
10-01-20,71.377998,71.746452,70.917503,71.486504,36414000
13-01-20,71.806503,72.026001,71.301003,71.961502,33046000
14-01-20,71.9505,72.089996,71.418503,71.543999,31178000
15-01-20,71.510498,72.069748,71.510498,71.959999,25654000
16-01-20,72.372002,72.599503,72.045998,72.584999,23474000
17-01-20,73.1455,74.064751,72.911003,74.019501,47924000
21-01-20,73.956001,74.592499,73.559998,74.220001,40734000
22-01-20,74.550003,75.160698,74.246498,74.297501,32216000
23-01-20,74.382004,74.776001,74.105003,74.332497,27024000
24-01-20,74.679497,74.77475,73.262497,73.335503,35692000
27-01-20,71.550003,71.903503,71.059998,71.695,35104000
28-01-20,72.150002,72.800003,71.623497,72.627998,31548000
29-01-20,72.940002,73.2715,72.336998,72.931503,21554000
30-01-20,71.998001,72.863998,71.82,72.792,26788000
31-01-20,73.445,73.5065,71.426498,71.711502,48344000
03-02-20,73.099998,74.5,72.949501,74.296997,60736000
04-02-20,72.8535,73.474998,71.315002,72.3535,78660000
05-02-20,73.121002,73.192001,71.528,72.411499,39724000
06-02-20,72.516502,74.099998,72.4785,73.811501,33588000
07-02-20,73.364998,74.292,73.317497,73.961502,23446000
10-02-20,73.716003,75.474998,73.716003,75.433998,28398000
11-02-20,75.5905,76.481499,75.281898,75.439499,26892000
12-02-20,75.723999,76.034752,75.405502,75.913498,23352000
13-02-20,75.634499,76.359001,75.230003,75.733002,18590000
14-02-20,75.779999,76.037003,75.366997,76.037003,23956000
18-02-20,75.75,76.581497,75.629501,75.983498,22414000
19-02-20,76.253502,76.605301,76.07,76.334503,18986000
20-02-20,76.099998,76.482002,75.341003,75.907501,21932000
21-02-20,75.401497,75.610748,74.022003,74.255501,34634000
24-02-20,71.305496,71.848503,70.569504,71.079498,57342000
25-02-20,71.650002,71.906998,69.120003,69.422501,49566000
26-02-20,69.806999,70.785004,68.949997,69.658997,44048000
27-02-20,68.102997,68.585197,65.858498,65.904503,59566000
28-02-20,63.875,67.056999,63.549999,66.966499,75782000
02-03-20,67.580498,69.543503,66.340752,69.455498,48630000
03-03-20,69.971001,70.5075,66.599998,67.069504,48046000
04-03-20,67.961502,69.404503,67.155502,69.325996,38266000
05-03-20,67.510002,67.945503,65.254997,65.952003,51226000
06-03-20,63.853001,65.310997,63.052502,64.920502,53212000
09-03-20,60.264999,62.737999,60,60.778,67308000
10-03-20,63,64.057503,60.938499,64.019501,52228000
11-03-20,62.485001,63.048,59.803501,60.7705,52170000
12-03-20,56.299999,59.693501,55.665001,55.745499,84534000
13-03-20,58.950001,60.987999,55.857151,60.9865,74002000
16-03-20,54.799999,57.61335,53.722,54.216499,85048000
17-03-20,54.655499,56.542999,52.800499,55.990002,77230000
18-03-20,52.8255,55.325001,51.863998,54.84,84668000
19-03-20,54.6525,57.898499,53.005402,55.7645,73022000
20-03-20,56.785999,57.199501,53.274502,53.616001,72036000
23-03-20,53.066002,53.566002,50.6768,52.831001,80882000
24-03-20,55.188499,56.75,54.530998,56.723,66890000
25-03-20,56.323502,57.445,54.300499,55.1245,81630000
26-03-20,55.59,58.498501,54.676498,58.087502,71434000
27-03-20,56.283501,57.533501,55.295502,55.5355,64170000
30-03-20,56.251999,57.581501,54.824001,57.341,51482000
31-03-20,57.365002,58.765499,56.907001,58.140499,49728000
01-04-20,56.099998,56.484501,54.872501,55.280998,46884000
02-04-20,54.912998,56.342999,54.82,56.042,39298000
03-04-20,55.950748,56.176998,53.990501,54.894001,46268000
06-04-20,56.900002,59.733002,56.547001,59.346001,53294000
07-04-20,61.049999,61.25,59.1115,59.3255,47746000
08-04-20,60.325001,60.953499,59.408001,60.514,39502000
09-04-20,61.203999,61.2785,59.83675,60.572498,43508000
13-04-20,60.459,61.025501,59.379902,60.877998,34796000
14-04-20,62.254501,64.1035,61.8465,63.461498,49408000
15-04-20,62.280499,64.023003,62.02,63.123501,33434000
16-04-20,63.705002,63.950001,62.131001,63.1735,50362000
17-04-20,64.2425,64.721497,63.561501,64.162498,38980000
20-04-20,63.549999,64.080002,63.068501,63.330502,33910000
21-04-20,62.349998,62.713501,60.4855,60.817001,43060000
22-04-20,62.277,64.280647,62.099998,63.1605,41848000
23-04-20,63.577499,64.665497,63.283501,63.815498,31324000
24-04-20,63.058498,64.019997,62.4725,63.9655,32792000
27-04-20,64.800003,64.807503,63.450001,63.793999,32012000
28-04-20,64.3965,64.402496,61.610001,61.683498,59026000
29-04-20,67.072998,67.999496,66.266998,67.073997,75872000
30-04-20,66.244003,67.640999,66.124496,67.432999,53378000
01-05-20,66.425003,67.6035,65.550003,66.030502,41450000
04-05-20,65.411499,66.383003,64.949997,66.339996,30080000
05-05-20,66.896004,68.696999,66.873001,67.555496,33030000
06-05-20,68.084503,68.556,67.364502,67.364998,24308000
07-05-20,68.296997,68.879997,67.763496,68.627998,27952000
08-05-20,69.156502,69.938004,68.774002,69.418503,27738000
11-05-20,68.914001,70.8265,68.857597,70.163002,28242000
12-05-20,70.356003,70.75,68.738503,68.787003,27812000
13-05-20,68.852501,69.274101,66.419998,67.466499,36252000
14-05-20,66.750999,67.871002,66.195503,67.806503,32062000
15-05-20,67.5,68.723999,66.949997,68.6595,34154000
18-05-20,68.087502,69.616249,67.712502,69.196999,36448000
19-05-20,69.349854,69.599998,68.674248,68.674248,25612000
20-05-20,69.478996,70.521004,69.362503,70.335999,33108000
21-05-20,70.400002,70.774498,69.672501,70.139999,27700000
22-05-20,69.835503,70.638,69.591499,70.521004,26188000
26-05-20,71.863503,72.050003,70.606499,70.850998,41212000
27-05-20,70.862503,71.086998,69.564499,70.891998,33716000
28-05-20,69.843002,72.042,69.800003,70.836502,33844000
29-05-20,70.847,71.628502,70.667503,71.445999,36418000
01-06-20,70.919502,71.898003,70.900002,71.591003,24342000
02-06-20,71.527496,71.980499,70.941498,71.960999,25562000
03-06-20,71.915001,72.327599,71.488853,71.819,25124000
04-06-20,71.519997,71.947998,70.236504,70.609001,29686000
05-06-20,70.658501,72.252502,70.300003,71.919502,34698000
08-06-20,71.116997,72.399498,71.116997,72.330498,28084000
09-06-20,72.267998,73.400002,72.1605,72.807999,28184000
10-06-20,72.976997,73.712952,72.813499,73.292503,30504000
11-06-20,72.124001,72.723747,70.099998,70.192001,39826000
12-06-20,71.4245,71.849998,69.301003,70.658997,38928000
15-06-20,69.540001,71.239998,69.396004,70.9925,30078000
16-06-20,72.261002,72.750999,71.294998,72.136002,34184000
17-06-20,72.358002,73,71.569,72.556,30992000
18-06-20,72.458,72.570503,71.350502,71.797997,31638000
19-06-20,72.199997,72.389999,71.067497,71.585999,63158000
22-06-20,71.449997,72.637497,71.1605,72.593002,30848000
23-06-20,72.781998,73.79705,72.262001,73.220497,28596000
24-06-20,73.0755,73.771004,71.487503,71.598503,35120000
25-06-20,71.495003,72.144997,71,72.066498,24610000
26-06-20,71.569504,71.672501,67.599503,67.995003,85354000
29-06-20,67.908997,69.779999,67.350502,69.748497,36204000
30-06-20,69.522003,70.932503,69.197998,70.680496,40848000
01-07-20,70.555,72.150002,70.490997,71.902,35504000
02-07-20,72.347,74.147499,72.320999,73.235001,37182000
06-07-20,74.002998,75.329498,73.642998,74.785004,31280000
07-07-20,74.5,75.839996,74.177498,74.259003,29164000
08-07-20,74.716003,75.293999,74.281502,74.800003,24994000
09-07-20,75.322502,76.136002,74.404251,75.5495,28466000
10-07-20,75.307503,77.191498,74.827003,77.086998,37126000
13-07-20,77.5,78.856598,75.262154,75.567001,36928000
14-07-20,74.515503,76.147499,74.175003,76.028999,31700000
15-07-20,76.156502,76.766502,74.900002,75.681999,32214000
16-07-20,75,75.934502,74.315498,75.900002,30386000
17-07-20,76.081001,76.171997,74.920998,75.777496,29134000
20-07-20,75.763,78.514503,75.18,78.286003,31146000
21-07-20,79.349503,79.349503,77.713997,77.920998,24324000
22-07-20,78.025002,78.5,77.305,78.4245,18640000
23-07-20,78.348503,78.593498,75.369598,75.783997,32552000
24-07-20,74.946503,75.881798,74.419998,75.593498,30880000
27-07-20,75.779999,77.0485,75.760498,76.510002,24920000
28-07-20,76.259003,76.323997,74.883003,75.016998,34044000
29-07-20,75.316002,76.562599,75.066498,76.100998,22130000
30-07-20,74.849998,76.893501,74.611,76.572502,33428000
31-07-20,75.250504,75.447502,72.7015,74.148003,68798000
03-08-20,74.332001,74.523499,73.281998,73.722504,46604000
04-08-20,73.828499,74.278,72.932503,73.248497,38070000
05-08-20,73.464996,74.120499,73.172997,73.680496,39590000
06-08-20,73.587502,75.119499,73.300003,75.004997,39908000
07-08-20,75,75.842247,74.082001,74.724503,31556000
10-08-20,74.359001,75.203751,73.653999,74.805,25786000
11-08-20,74.622002,75.5,73.900002,74.015999,29088000
12-08-20,74.278999,75.619301,74.262497,75.331001,28740000
13-08-20,75.516998,76.862503,75.400253,75.922501,29104000
14-08-20,75.782997,76.095001,75.143997,75.386497,27096000
17-08-20,75.733498,76.280502,75.398499,75.899002,27566000
18-08-20,76.308998,78.123497,76.185501,77.93,40542000
19-08-20,77.665497,78.683998,77.197502,77.376503,33212000
20-08-20,77.172501,79.293503,76.910004,79.087502,34138000
21-08-20,78.851501,79.886002,78.400253,79.021004,28930000
24-08-20,79.698997,80.708504,79.028503,79.410004,28198000
25-08-20,79.1035,80.581001,79.1035,80.411003,44942000
26-08-20,80.400002,82.960999,80.18,82.619003,79868000
27-08-20,82.683998,82.75,81.287498,81.716499,37232000
28-08-20,81.6745,82.358498,81.537498,82.220497,29980000
31-08-20,82.394501,82.398247,81.515503,81.709,36468000
01-09-20,81.831497,83.286499,81.611,83.0355,36506000
02-09-20,83.688751,86.658997,83.316498,86.414001,50224000
03-09-20,85.485703,85.485703,80.752998,82.092003,62156000
04-09-20,81.212997,82.255501,77.380653,79.552002,52172000
08-09-20,76.675499,78.193253,76.400497,76.619499,52218000
09-09-20,77.876503,78.449997,76.802551,77.848,35494000
10-09-20,78.031998,79.204048,76.290253,76.600998,32372000
11-09-20,76.800003,78.760002,74.867996,76.036003,31942000
14-09-20,76.950249,78.199997,75.787003,75.963997,33932000
15-09-20,76.800003,77.9785,76.591751,77.071999,26622000
16-09-20,77.777,78.099998,75.990997,76.044998,26234000
17-09-20,74.800003,75.414902,73.5,74.776497,37596000
18-09-20,74.900497,75.150146,71.856499,72.999496,62078000
21-09-20,72.002998,72.417999,70.327499,71.557999,57776000
22-09-20,72.504501,73.475998,71.726501,73.273003,31664000
23-09-20,72.939003,73.047997,70.385002,70.760498,33148000
24-09-20,70.551498,72.185448,70.4925,71.414497,29004000
25-09-20,71.6315,72.5,70.667,72.248001,26460000
28-09-20,73.710503,73.839996,72.46505,73.225998,40158000
29-09-20,73.519501,73.833153,72.940247,73.466499,19564000
30-09-20,73.339996,74.487503,72.994003,73.480003,34032000
01-10-20,74.213501,74.952003,73.960503,74.504501,35590000
02-10-20,73.101501,74.160004,72.545998,72.920998,25682000
05-10-20,73.310501,74.4105,73.213501,74.301003,22266000
06-10-20,73.778999,74.337997,72.429497,72.671997,24908000
07-10-20,73.2145,73.447998,71.800003,73.014503,34924000
08-10-20,73.254501,74.5,73.254501,74.296501,23756000
09-10-20,74.735001,75.825996,74.472504,75.761002,28706000
12-10-20,77.150002,79.693001,76.628502,78.457497,49652000
13-10-20,79.186501,79.5,78.160004,78.584,32020000
14-10-20,78.929497,79.384201,77.526497,78.403999,38586000
15-10-20,77.357498,78.755249,77.251503,77.956497,30800000
16-10-20,78.292503,79.056503,78.150002,78.650497,28694000
19-10-20,79.023003,79.407501,76.400002,76.730499,32142000
20-10-20,76.352501,78.875,76.283501,77.796501,44834000
21-10-20,78.666496,80.936501,78.581497,79.665497,51366000
22-10-20,79.652496,81.099503,79.25,80.766502,28672000
23-10-20,81.303497,82.117996,81.025497,82.050003,27516000
26-10-20,81.250504,81.912003,78.824997,79.522499,37066000
